ID,,Geography,,,Districts,,,MyCampaign,,DVC Universe,,Expected Vote,,Turf Assignment,
VAN Precinct ID,DNC Precinct ID,State,County,Precinct Name,CD,SD,HD,Historic Vols,Total MyC,Mid Support DVC,High Support DVC,Exp Vote,Exp Dem,Region,Organizer
349531,438690,GA,Lee,5,2,13,152,1,9,91,142,951.7009,213.3599684,,
349532,389476,GA,Lee,6,2,13,152,10,41,250,778,2735.5088,916.9529934,,
349533,427256,GA,Lee,7,2,13,152,5,19,125,374,1201.1756,366.7361946,,
349534,501737,GA,Lee,8,2,13,152,2,20,141,473,1354.9885,388.8459886,,
349535,442515,GA,Lee,9,2,13,152,5,24,245,697,1819.787,570.3524844,,
349527,454067,GA,Lee,10,2,13,152,8,32,251,543,2971.8137,691.3326751,,
349536,620535,GA,Liberty,1,1,1,168,2,14,110,432,635.7097,478.737515,,
349542,594623,GA,Liberty,2,1,1,168,2,43,431,1199,1604.4808,967.0696953,,
349543,656990,GA,Liberty,3,1,1,168,2,54,570,1349,3099.0381,1497.15035,,
349544,663591,GA,Liberty,4,1,1,168,6,60,467,1580,1756.4027,1280.761463,,
349546,626519,GA,Liberty,6,1,1,168,4,27,265,475,1464.2432,555.9714052,,
349547,586449,GA,Liberty,7,1,1,168,5,28,645,1222,1601.2334,849.8808347,,
349548,702853,GA,Liberty,9,1,1,168,1,28,325,1186,1177.5203,832.0421567,,
349537,620571,GA,Liberty,10,1,1,168,2,38,520,1873,1888.267,1349.603653,,
349538,614106,GA,Liberty,11,1,1,168,5,40,339,895,1206.7905,759.5926561,,
349539,636968,GA,Liberty,12,1,1,168,2,26,239,883,851.9954,599.5265217,,
349540,710821,GA,Liberty,13,1,1,168,2,25,444,1018,1275.114,814.0012024,,
349541,648425,GA,Liberty,14,1,1,168,2,23,193,753,827.2451,589.4600167,,
349549,632914,GA,Lincoln,01-A,12,24,123,1,2,42,97,455.6927,109.1767423,,
349550,663582,GA,Lincoln,01-B,12,24,123,2,8,79,290,578.8913,270.0333841,,
349551,656961,GA,Lincoln,2,12,24,123,1,3,72,202,928.4713,241.2067707,,
349552,721733,GA,Lincoln,03-A,12,24,123,,1,26,85,368.1564,99.1371926,,
349553,715748,GA,Lincoln,03-B,12,24,123,1,9,54,159,692.5304,215.27566,,
349554,682665,GA,Lincoln,04-A,12,24,123,,2,29,44,391.9421,66.72215957,,
349555,660772,GA,Lincoln,04-B,12,24,123,1,5,40,87,747.083,151.9616531,,
349556,614040,GA,Long,1,1,19,167,,9,120,222,741.6384,252.8797684,,
349557,620500,GA,Long,2,1,19,167,6,30,467,870,1812.0448,668.7253881,,
349558,648398,GA,Long,3,1,19,167,2,13,192,389,693.2556,296.1494216,,
349559,618415,GA,Long,4,1,19,167,,8,231,557,927.7781,381.6101038,,
349560,650476,GA,Long,5,1,19,167,1,1,35,46,422.3308,76.78505069,,
1811007,990214,GA,Long,6,1,19,167,,2,24,19,203.9628,42.72029191,,
1811008,990215,GA,Long,7,1,19,167,,1,96,146,495.7486,152.9170873,,
1701188,654803,GA,Lowndes,1,8,8,175,6,25,275,575,2606.4162,686.002785,,
1701189,453401,GA,Lowndes,3,8,8,175,1,5,76,138,998.3284,234.0671785,,
349589,412654,GA,Lowndes,4,8,8,175,3,33,331,793,1816.8601,751.3350303,,
349590,389530,GA,Lowndes,5,8,8,177,26,135,789,1863,5354.6506,2019.331581,,
824915,677507,GA,Lowndes,6,8,8,175,6,35,342,1004,1813.1258,846.149172,,
349592,503708,GA,Lowndes,8,8,8,177,18,83,570,2125,2572.7437,1525.018469,,
349593,648402,GA,Lowndes,9,8,8,177,5,33,416,969,1912.1171,872.3889829,,
349562,482105,GA,Lowndes,10,8,8,177,25,154,676,3501,3718.7441,2327.21998,,
1491497,908083,GA,Lowndes,11,8,8,174,2,14,90,237,841.3633,285.7815634,,
1491498,908084,GA,Lowndes,12,8,8,175,25,143,1172,3416,8763.5002,3359.162859,,
2023189,1086555,GA,Lowndes,13,8,8,177,1,3,12,87,40.1177,31.84269261,,
2155313,1113548,GA,Lowndes,15,8,8,177,6,36,131,1090,903.2273,756.4697336,,
2155291,1113549,GA,Lowndes,16,8,8,175,6,20,275,598,2160.539,645.6310924,,
2155302,1113550,GA,Lowndes,17,8,8,174,,7,157,239,1399.8225,332.1273948,,
2155323,1113551,GA,Lowndes,18,8,8,175,7,19,298,574,2500.7856,646.4303218,,
349599,616287,GA,Lumpkin,Da,7,51,9,19,123,986,1036,14725.5368,2911.960103,,
349625,616251,GA,Macon,1,2,15,150,1,9,151,357,778.1719,357.4275791,,
349626,710827,GA,Macon,2,2,15,150,4,11,181,482,786.9052,477.8726087,,
349627,660720,GA,Macon,3,2,15,150,2,9,125,455,809.1141,452.7887395,,
349628,654822,GA,Macon,4,2,15,150,3,18,179,567,835.9608,544.2322535,,
349629,704531,GA,Macon,5,2,15,150,4,22,121,572,725.842,530.6297281,,
349630,717393,GA,Madison,Cob,10,47,123,3,23,211,554,2133.7547,606.2738725,,
349631,616231,GA,Madison,Col,10,47,123,,2,23,18,436.1696,68.18164693,,
349632,657030,GA,Madison,Com,10,47,123,1,4,151,272,977.6026,305.2865389,,
349633,665736,GA,Madison,Dan,10,47,123,4,10,158,174,2047.0087,381.3082975,,
349634,654809,GA,Madison,For,10,47,123,,4,30,72,356.4593,103.6384821,,
349635,660796,GA,Madison,Har,10,47,33,,2,20,23,421.0478,51.58642684,,
349636,628664,GA,Madison,Hul,10,47,123,2,23,298,735,2650.6283,845.2925831,,
349637,833499,GA,Madison,Ila,10,47,33,2,5,66,71,1109.171,180.7292763,,
349638,594547,GA,Madison,Mil,10,47,33,2,6,61,65,1174.8265,183.98265,,
349639,640729,GA,Madison,Pao,10,47,123,,,12,14,193.4709,26.94234508,,
349640,689771,GA,Madison,Pit,10,47,33,1,3,118,138,1258.3151,241.1132334,,
349641,677498,GA,Madison,Poc,10,47,33,1,4,34,46,722.8519,112.2210062,,
349642,630818,GA,Marion,339,2,15,151,,2,70,62,539.4735,91.38904865,,
349645,650486,GA,Marion,807,2,15,151,8,29,297,838,1339.645,724.8217473,,
349646,670389,GA,Marion,808,2,15,151,,1,32,37,255.8055,59.83917244,,
349647,640788,GA,Marion,948,2,15,151,,,23,29,268.7064,46.22450549,,
349648,632910,GA,Marion,955,2,15,151,1,7,72,80,501.0389,114.1496312,,
2155322,1113553,GA,McDuffie,101,12,23,125,1,6,45,83,1027.5578,161.1240248,,
2155306,1113554,GA,McDuffie,102,12,23,128,4,33,365,1704,2662.0666,1349.681661,,
2155290,1113555,GA,McDuffie,103,12,23,128,,12,111,855,796.7822,580.1432389,,
2155317,1113556,GA,McDuffie,104,12,23,128,1,7,58,172,650.4298,181.6860678,,
2155282,1113557,GA,McDuffie,105,12,23,128,2,20,110,392,1408.879,411.9794472,,
2155327,1113558,GA,McDuffie,106,12,23,125,1,12,87,225,1194.0021,273.2337158,,
2155294,1113559,GA,McDuffie,107,12,23,128,2,6,60,226,694.2857,208.9931324,,
349619,694190,GA,McIntosh,1312,1,3,167,,1,8,18,41.449,26.36570257,,
349621,626505,GA,McIntosh,1515,1,3,167,4,23,151,629,1289.953,739.8888735,,
349622,606266,GA,McIntosh,1771,1,3,167,5,22,147,336,1433.5037,503.3929833,,
349623,710806,GA,McIntosh,22,1,3,167,9,31,146,292,1953.298,537.2258053,,
349624,644665,GA,McIntosh,271,1,3,167,10,27,157,334,1471.8498,480.6413106,,
349649,665735,GA,Meriwether,1,3,29,137,,3,15,26,298.1592,55.34924943,,
349655,636941,GA,Meriwether,2,3,29,137,,6,137,368,933.7203,335.9224528,,
349656,682712,GA,Meriwether,3,3,29,137,1,8,98,456,559.0493,397.4028265,,
349657,648394,GA,Meriwether,4,3,29,136,,3,27,83,229.9013,87.99670445,,
349658,652716,GA,Meriwether,5,3,29,136,,9,160,533,1121.0385,498.9088877,,
349659,586405,GA,Meriwether,6,3,29,136,3,7,123,351,887.2589,363.3880227,,
349660,657001,GA,Meriwether,7,3,29,136,1,13,227,637,1789.9559,638.6157235,,
349661,663539,GA,Meriwether,8,3,29,136,,8,137,318,1005.1862,326.9405504,,
349662,660821,GA,Meriwether,9,3,29,136,,,24,50,265.9829,72.27084672,,
349650,710825,GA,Meriwether,10,3,29,136,,7,120,447,819.7498,357.3218996,,
349651,626449,GA,Meriwether,11,3,29,137,1,5,94,226,696.1098,236.0978201,,
349652,668727,GA,Meriwether,12,3,29,137,,2,71,142,460.4044,155.6875234,,
349653,652700,GA,Meriwether,13,3,29,136,,1,36,53,326.1409,77.47254847,,
349654,637001,GA,Meriwether,14,3,29,136,,1,9,4,150.6829,21.59715826,,
349663,679654,GA,Miller,1,2,12,154,,9,342,594,2176.4548,539.8256952,,
349664,657076,GA,Mitchell,Ba,2,12,171,4,31,52,283,590.5376,263.5508087,,
349665,616284,GA,Mitchell,Bv,2,12,171,1,2,42,56,390.1818,82.06495746,,
349666,618421,GA,Mitchell,Cn,2,12,171,4,154,133,743,927.0601,655.8426894,,
349667,644653,GA,Mitchell,Cs,2,12,171,4,166,287,950,1948.2891,911.7475783,,
349668,679634,GA,Mitchell,Ct,2,12,171,,1,39,32,358.0966,54.6266155,,
349669,640812,GA,Mitchell,Hf,2,12,171,,3,14,28,202.8195,46.31644389,,
349671,586436,GA,Mitchell,Ls,2,12,171,3,14,74,151,717.4687,171.8027125,,
349673,640742,GA,Mitchell,Pe,2,12,171,1,99,261,976,1602.8494,744.4872161,,
349674,592415,GA,Mitchell,Sc,2,12,171,,,25,52,328.1296,79.89102812,,
349675,677451,GA,Monroe,1,8,18,144,,19,129,215,1774.5768,411.667838,,
349681,657049,GA,Monroe,2,8,18,145,2,11,62,58,827.4814,137.9013414,,
349682,721744,GA,Monroe,3,8,18,145,2,18,117,223,1745.8456,389.1835371,,
349683,636987,GA,Monroe,4,8,18,118,1,6,54,95,561.5183,142.713603,,
349684,586432,GA,Monroe,5,8,18,145,1,4,36,69,620.1584,127.1149217,,
349685,668713,GA,Monroe,6,8,18,145,,3,31,70,296.3526,90.60407229,,
349686,684347,GA,Monroe,7,8,18,118,,2,58,93,725.9229,143.1588094,,
349687,657028,GA,Monroe,8,8,18,118,3,19,143,254,1570.2651,349.0866754,,
349688,616260,GA,Monroe,9,8,18,145,16,48,378,1447,2757.2957,1313.785321,,
349676,694133,GA,Monroe,10,8,18,118,2,10,112,161,1267.004,262.0564478,,
349677,660739,GA,Monroe,11,8,18,145,,11,57,159,488.3656,196.9753217,,
349678,710791,GA,Monroe,12,8,18,118,2,3,63,123,901.4338,177.3010055,,
349679,614086,GA,Monroe,13,8,18,118,,6,102,223,915.0705,232.0244923,,
349680,650541,GA,Monroe,14,8,18,145,,,28,57,340.6019,61.17006776,,
349689,710838,GA,Montgomery,1,12,19,156,1,15,192,352,1198.2727,365.486915,,
349690,640734,GA,Montgomery,2,12,19,156,2,5,94,181,1188.2273,222.5040727,,
349691,682700,GA,Montgomery,3,12,19,156,3,9,85,128,869.3933,175.8272401,,
349698,592401,GA,Morgan,2,10,42,114,3,19,156,305,2169.9468,444.2592335,,
349699,642983,GA,Morgan,3,10,42,114,1,20,166,354,2314.6876,513.521489,,
349701,592446,GA,Morgan,5,10,42,114,3,25,151,281,2498.4662,548.6380652,,
2530988,1156646,GA,Morgan,1/4,10,42,114,13,78,411,1330,4081.795,1476.389642,,
349706,650529,GA,Murray,1013,14,54,6,1,5,91,103,1424.9331,205.5061128,,
349707,695807,GA,Murray,1039,14,54,6,,4,93,121,1732.482,242.2211803,,
349708,715751,GA,Murray,1291,14,54,6,3,7,86,78,1680.1684,223.2029614,,
349709,717382,GA,Murray,1895,14,54,6,2,9,148,178,2101.4116,326.0719743,,
349710,636951,GA,Murray,824,14,54,6,7,22,232,229,3544.8256,491.4042881,,
349711,640807,GA,Murray,872,14,54,6,,3,54,52,1234.9649,151.7646338,,
349712,586480,GA,Murray,874,14,54,6,,7,70,51,1334.1537,168.9492686,,
1344563,833369,GA,Muscogee,101,2,15,140,18,102,407,1875,2190.003,1586.954638,,
1344564,833375,GA,Muscogee,102,2,15,140,17,82,112,1755,1595.7813,1412.621861,,
1344565,833362,GA,Muscogee,103,2,15,141,25,112,173,2303,2560.1151,2253.819231,,
1344566,833478,GA,Muscogee,104,3,29,139,3,27,261,591,1375.1589,620.6021229,,
1344567,833675,GA,Muscogee,105,3,29,139,15,64,313,674,1921.05,850.3679946,,
1344568,833226,GA,Muscogee,106,2,29,139,20,91,984,1698,3905.6772,1888.286505,,
1344569,833604,GA,Muscogee,107,2,15,140,13,46,453,1115,1631.6352,852.864626,,
1344570,833258,GA,Muscogee,108,3,29,138,19,93,821,1066,4213.7913,1670.879823,,
1344571,833268,GA,Muscogee,109,3,29,138,14,57,266,348,1867.5434,637.5824546,,
1344572,833406,GA,Muscogee,110,2,15,140,14,63,170,2326,1839.2273,1590.237823,,
1344574,833659,GA,Muscogee,112,2,15,140,15,94,563,3503,2913.8048,2335.011576,,
1344575,833385,GA,Muscogee,113,2,15,141,25,123,271,2920,2925.4285,2567.078262,,
1344576,833261,GA,Muscogee,114,2,15,137,8,67,181,2211,2046.0152,1749.896288,,
1344577,833679,GA,Muscogee,115,2,15,141,20,86,435,3020,2903.4926,2335.480457,,
1344578,833558,GA,Muscogee,116,2,15,137,22,122,376,3525,3344.2871,2798.297066,,
1344579,833600,GA,Muscogee,117,2,15,141,28,107,648,1791,2935.9627,1698.319429,,
1344580,833666,GA,Muscogee,118,2,15,139,25,114,592,1106,3300.8655,1501.31794,,
1344581,833303,GA,Muscogee,119,2,29,139,14,63,522,1181,2756.0337,1285.510058,,
1344582,833311,GA,Muscogee,120,2,29,139,27,125,969,1980,4650.4793,2366.570434,,
1344583,833358,GA,Muscogee,121,2,15,141,17,55,392,1092,1718.9823,1005.845729,,
1344584,833392,GA,Muscogee,122,2,15,140,13,51,273,772,770.3828,528.5955941,,
1344586,833583,GA,Muscogee,124,3,15,140,20,61,533,1144,1939.5345,982.1989874,,
1344587,833694,GA,Muscogee,125,2,15,140,11,46,237,930,970.106,677.4598984,,
1344588,833568,GA,Muscogee,126,2,15,141,11,69,313,1287,1647.4732,1144.076849,,
1344589,833517,GA,Muscogee,127,2,29,137,31,167,1065,2301,5122.8846,2842.37169,,
2155318,1113561,GA,Newton,02tn,13,42,113,13,115,402,2718,2731.7616,1968.601763,,
349774,1113562,GA,Newton,03alm,13,43,113,15,122,282,2137,2330.0845,1810.699214,,
2155299,1113563,GA,Newton,04alc,13,42,114,24,109,388,1722,2852.6561,1535.626367,,
349776,1113564,GA,Newton,05cm,13,42,113,15,85,547,2374,2941.9809,1853.04718,,
349777,1113565,GA,Newton,06brw,10,42,118,6,39,312,975,2066.2609,863.1644469,,
349778,1113566,GA,Newton,07bs,10,42,114,6,36,219,543,1831.8167,648.9557713,,
349780,1113568,GA,Newton,09liv,13,42,118,9,80,458,2803,2933.0092,2111.455882,,
349762,1113569,GA,Newton,10dn,10,42,113,18,93,518,2040,2869.5219,1749.429412,,
349763,1113570,GA,Newton,12gc,10,42,114,11,65,412,1125,3124.2871,1280.597342,,
2155284,1113571,GA,Newton,13bd,13,42,113,19,136,442,3456,3208.8959,2407.261361,,
349765,1113572,GA,Newton,14leg,10,42,118,5,23,244,596,2056.7869,672.8668753,,
349766,1113573,GA,Newton,15mn,10,42,114,3,14,126,237,1719.4276,387.8696725,,
349768,1113575,GA,Newton,17oxf,13,42,114,12,59,383,1338,2748.1585,1208.682609,,
349769,1113576,GA,Newton,18rp,10,42,118,15,73,492,1728,2563.4253,1396.47759,,
349770,1113577,GA,Newton,19bc,13,42,113,13,71,421,1877,2640.4504,1632.280758,,
2155311,1113578,GA,Newton,20stn,13,43,113,24,123,379,3169,2927.9169,2273.541717,,
2155328,1113579,GA,Newton,23fv,13,43,113,12,51,96,831,866.9005,695.9165919,,
810410,1113580,GA,Newton,24crw,13,43,113,14,142,231,2955,2331.0258,1990.432521,,
810411,1113581,GA,Newton,25hb,10,42,114,4,20,106,197,1715.6385,392.4639323,,
2500644,1152113,GA,Oconee,01-Oc,10,46,121,63,207,1669,1848,12766.2359,4300.964152,,
2500655,1152114,GA,Oconee,02-Os,10,46,121,9,31,231,259,2608.1017,726.2394385,,
2500665,1152115,GA,Oconee,03-Dc,10,46,121,6,28,396,337,3053.8773,844.143305,,
2500656,1152116,GA,Oconee,04-Ne,10,46,120,16,76,719,778,4561.0021,1566.072921,,
349795,592430,GA,Oglethorpe,Bv,10,24,124,4,32,267,450,2389.2726,682.5325045,,
349796,689770,GA,Oglethorpe,Cr,10,24,124,6,21,169,466,1998.0553,634.9919588,,
349801,709103,GA,Oglethorpe,Lx,10,24,124,7,24,243,596,2935.0432,847.6865384,,
2006548,1079415,GA,Paulding,0001b,14,31,16,2,13,196,330,2234.7478,495.1913015,,
2006544,1079416,GA,Paulding,0002c,14,31,16,7,49,443,725,2967.7547,996.9899311,,
1344593,1079417,GA,Paulding,0003c,14,31,17,10,96,844,1614,5191.9211,1896.906382,,
1344594,1079418,GA,Paulding,0004c,14,31,17,17,109,982,1897,5546.9073,2161.543716,,
2006546,1079419,GA,Paulding,0005c,14,31,17,16,112,1202,2874,6166.6728,2542.025745,,
1344596,1079420,GA,Paulding,0006b,14,31,19,9,68,543,1742,3317.0768,1426.163962,,
1344597,1079421,GA,Paulding,0007b,14,31,17,10,68,591,1994,3438.4243,1493.101902,,
2006542,1079422,GA,Paulding,0008c,14,31,19,11,75,803,1610,5560.2863,1762.152511,,
1344599,1079423,GA,Paulding,0009b,14,31,19,10,48,359,1352,1521.2237,1016.931384,,
1344600,1079424,GA,Paulding,0010b,14,31,19,4,52,392,1422,2292.4405,1109.76478,,
1344601,1079425,GA,Paulding,0011c,14,30,40,6,52,378,1034,3180.7095,1101.339979,,
1947914,1079426,GA,Paulding,0012c,14,31,19,5,28,196,491,1152.0371,485.6527734,,
1344603,1079427,GA,Paulding,0013b,14,30,40,19,93,778,2331,5254.1171,2040.722709,,
2006549,1079428,GA,Paulding,0014b,14,31,17,14,98,798,2187,5942.093,2064.620768,,
2006552,1079429,GA,Paulding,0015c,14,30,18,9,42,505,1158,5255.8204,1327.503687,,
2006545,1079430,GA,Paulding,0016c,14,31,17,3,17,243,581,2531.9702,629.5413452,,
2006547,1079431,GA,Paulding,0017c,14,31,17,1,10,74,152,563.4092,135.3567846,,
2012656,1082306,GA,Paulding,0018c,14,31,40,14,124,782,2763,4641.2441,2453.405904,,
2012657,1082307,GA,Paulding,0019c,14,31,16,2,22,214,280,1696.7624,433.0148983,,
2341811,1144018,GA,Paulding,0020b,14,31,16,2,8,32,40,709.363,103.4091479,,
2341809,1144019,GA,Paulding,0021b,14,31,19,18,106,814,2606,5014.7503,2381.157722,,
349832,677493,GA,Peach,B1,2,18,134,7,55,698,1786,5043.7196,1956.900451,,
349834,679658,GA,Peach,C1,2,18,147,1,4,65,119,640.0535,163.0785345,,
349835,656995,GA,Peach,F1,2,18,150,3,31,325,1062,1374.6219,828.2647594,,
349836,717411,GA,Peach,F2,2,18,150,5,30,257,1017,1303.5242,791.2730782,,
349837,648410,GA,Peach,F3,2,18,150,3,42,173,1274,1328.4151,971.8219457,,
349838,644661,GA,Peach,P1,2,18,147,,15,114,265,978.3403,331.0505202,,
349839,684373,GA,Pickens,1,11,51,11,5,30,159,182,2709.1216,541.5462234,,
349843,614112,GA,Pickens,2,11,51,11,3,10,60,67,1561.6406,242.9370882,,
349844,660754,GA,Pickens,3,11,51,11,1,2,29,23,641.7452,88.20830499,,
349845,606265,GA,Pickens,4,11,51,11,,1,36,36,867.4117,114.5643603,,
349846,620527,GA,Pickens,5,11,51,11,,1,16,24,516.8435,68.22589258,,
349847,657078,GA,Pickens,6,11,51,11,,4,60,71,941.4769,169.8487277,,
349848,689757,GA,Pickens,7,11,51,11,,4,48,50,1285.9476,179.1209737,,
349849,654819,GA,Pickens,8,11,51,11,1,15,162,227,1947.3961,408.26388,,
349850,586407,GA,Pickens,9,11,51,11,1,10,79,96,1748.5638,273.460903,,
349840,665732,GA,Pickens,10,11,51,11,10,36,149,174,1933.5857,419.8952993,,
349841,636912,GA,Pickens,11,11,51,11,2,10,52,69,1284.9892,217.9650423,,
349842,656991,GA,Pickens,12,11,51,11,1,8,78,83,1577.5562,237.7119683,,
349851,652729,GA,Pierce,1,1,8,178,3,10,151,215,1844.9456,293.8935922,,
349852,626487,GA,Pierce,2,1,8,178,,5,93,88,1890.5245,186.5549397,,
349853,632937,GA,Pierce,03a,1,8,178,,2,30,28,837.8592,72.74571718,,
349854,618437,GA,Pierce,03b,1,8,178,,3,36,34,1024.9016,95.12295383,,
349855,648393,GA,Pierce,04a,1,8,178,,,46,61,689.1688,84.36491083,,
349856,652740,GA,Pierce,04b,1,8,178,,,8,7,300.9863,22.18817622,,
349857,672051,GA,Pierce,04c,1,8,178,,,26,17,691.0054,62.92728211,,
349858,630783,GA,Pierce,04d,1,8,178,,,11,8,384.295,27.89445272,,
349859,592395,GA,Pike,1,3,16,135,1,5,79,157,1035.1701,183.2193476,,
349860,592441,GA,Pike,2,3,16,135,1,1,61,52,1369.3663,149.1045185,,
349861,650469,GA,Pike,3,3,16,135,1,2,34,58,951.116,114.7125805,,
349862,616226,GA,Pike,4,3,16,135,1,2,57,102,1119.3089,160.4899916,,
349863,616293,GA,Pike,5,3,16,135,3,11,84,96,1918.5861,223.4526839,,
349864,620565,GA,Pike,6,3,16,135,,3,33,30,837.1603,98.16575915,,
349865,657034,GA,Pike,7,3,16,135,1,2,88,88,1481.3929,183.9710553,,
349866,618410,GA,Pike,8,3,16,135,1,6,130,200,1431.1226,262.4568223,,
349870,680385,GA,Polk,1,14,31,16,1,5,170,231,1955.1368,340.6980744,,
349871,586408,GA,Polk,2,14,31,16,,4,72,116,1019.3999,175.796445,,
349873,616240,GA,Polk,3,14,31,16,4,28,450,876,3266.9794,901.4843151,,
349875,677486,GA,Polk,4,14,31,16,2,11,113,150,1774.5164,294.4792045,,
349877,648436,GA,Polk,5,14,31,16,1,6,120,134,1840.1125,277.8739393,,
349868,663583,GA,Polk,6,14,31,16,2,25,397,662,3604.078,823.4164388,,
349869,642981,GA,Polk,7,14,31,16,,6,74,100,1313.0502,187.4197678,,
1818784,993272,GA,Pulaski,Annex,8,20,148,4,29,414,959,3526.0042,1047.276596,,
1701128,946407,GA,Putnam,101,10,25,144,3,29,236,885,1864.4539,778.2205513,,
1701131,946410,GA,Putnam,104,10,25,124,5,23,299,1069,2068.8639,870.4837131,,
1701132,946411,GA,Putnam,105,10,25,124,9,33,213,239,2809.2497,611.2487639,,
1701133,946412,GA,Putnam,106,10,25,124,2,7,70,66,1012.5833,167.4535108,,
1701134,946413,GA,Putnam,107,10,25,144,4,18,242,377,2904.6863,640.5890107,,
349890,586446,GA,Quitman,G,2,12,154,1,5,179,366,877.1947,374.8435636,,
349891,663584,GA,Quitman,M,2,12,154,,,11,18,58.426,28.44459236,,
1572198,922996,GA,Rabun,Rabun,9,50,10,20,95,823,776,8753.5367,1937.798612,,
349901,710804,GA,Randolph,131,2,12,154,,,15,62,147.5586,55.54915533,,
349902,614096,GA,Randolph,334,2,12,154,,4,134,328,553.7957,285.956973,,
349903,833423,GA,Randolph,566,2,12,154,,1,42,63,170.7302,70.07469397,,
349904,592480,GA,Randolph,718a,2,12,154,1,24,268,829,1295.9083,689.8821582,,
349905,630804,GA,Randolph,718b,2,12,154,,5,21,171,176.2643,148.5732177,,
349908,632916,GA,Randolph,954,2,12,154,,4,21,98,154.8828,100.2398345,,
349910,833566,GA,Richmond,101,12,22,129,11,28,150,304,733.2213,387.3902041,,
349911,833663,GA,Richmond,102,12,22,129,4,16,98,431,418.21,288.8337407,,
349912,833317,GA,Richmond,103,12,22,129,1,12,48,629,524.1517,456.2864788,,
349913,833346,GA,Richmond,104,12,22,130,10,37,93,1265,1116.4244,957.6825563,,
349914,833508,GA,Richmond,105,12,22,129,3,16,67,497,405.523,348.4765686,,
349915,833608,GA,Richmond,106,12,22,129,1,3,64,421,334.5055,242.3738029,,
349916,833507,GA,Richmond,107,12,22,127,9,31,205,462,1000.4717,564.2728284,,
349917,833612,GA,Richmond,108,12,22,129,4,10,30,193,251.8926,211.3016788,,
349918,833429,GA,Richmond,109,12,22,130,1,3,17,204,177.295,151.8607569,,
349919,833275,GA,Richmond,110,12,22,129,2,11,25,557,509.5304,455.4259548,,
349920,833567,GA,Richmond,111,12,22,129,2,13,149,605,644.979,486.4251665,,
349921,833660,GA,Richmond,112,12,22,129,11,29,177,553,683.2269,447.6318751,,
1771382,976475,GA,Richmond,115,12,22,130,,2,36,150,194.3222,117.4987893,,
349923,833356,GA,Richmond,201,12,22,129,6,27,133,890,841.3651,618.7931578,,
349924,833699,GA,Richmond,202,12,22,130,3,45,265,1843,1789.8905,1306.89424,,
349925,833632,GA,Richmond,203,12,22,129,2,14,42,464,380.9273,328.7607918,,
349926,833476,GA,Richmond,204,12,22,129,11,44,276,981,1463.1526,967.5960366,,
349929,833259,GA,Richmond,207,12,22,129,2,22,95,933,841.9625,710.1011503,,
349930,833299,GA,Richmond,208,12,22,129,1,12,62,526,467.9442,361.7352472,,
1771383,976476,GA,Richmond,210,12,22,129,3,22,52,522,557.2824,481.8313063,,
349932,833270,GA,Richmond,301,12,22,127,8,25,189,306,1210.7647,520.7209141,,
349933,833627,GA,Richmond,302,12,22,129,1,4,48,282,314.5654,201.1071789,,
349934,833402,GA,Richmond,303,12,22,129,9,29,170,170,970.1181,372.0327814,,
349935,344436,GA,Richmond,304,12,22,129,1,3,74,121,442.4974,197.5150473,,
349937,833704,GA,Richmond,306,12,22,132,10,68,438,1621,1983.4972,1339.447298,,
349938,833553,GA,Richmond,307,12,22,129,7,17,166,337,997.6851,459.3726574,,
349939,833383,GA,Richmond,308,12,22,127,2,5,52,185,259.8918,149.349138,,
349941,833643,GA,Richmond,310,12,22,132,35,115,607,3104,3535.8321,2749.834233,,
349942,833253,GA,Richmond,401,12,22,132,3,19,55,794,741.0768,652.8807043,,
349943,833276,GA,Richmond,402,12,22,132,6,19,171,1364,1109.4329,919.4611653,,
349944,833410,GA,Richmond,403,12,22,126,8,35,95,986,1041.8781,870.2851377,,
349946,833341,GA,Richmond,405,12,22,126,24,115,309,2793,3373.3749,2938.76258,,
349947,833351,GA,Richmond,406,12,22,126,28,87,139,1423,1804.6564,1569.395495,,
349950,833505,GA,Richmond,501,12,22,130,6,38,166,1370,1467.1726,1237.390153,,
349951,334263,GA,Richmond,502,12,22,132,7,40,122,1257,1268.1922,1072.195393,,
349952,833439,GA,Richmond,503,12,22,129,5,29,132,912,962.3371,757.2656141,,
349953,833607,GA,Richmond,504,12,22,130,10,39,290,1179,1699.7629,991.3110278,,
349954,833544,GA,Richmond,505,12,22,132,2,17,55,743,731.9555,614.0658108,,
349955,833658,GA,Richmond,506,12,22,132,14,81,237,1738,2052.1241,1722.731462,,
349956,833636,GA,Richmond,507,12,22,132,1,6,87,464,447.6124,332.6823122,,
349959,833467,GA,Richmond,601,12,22,130,4,26,229,1724,1690.4802,1263.943571,,
349960,833331,GA,Richmond,602,12,22,130,1,5,35,359,310.0848,251.430588,,
349962,833545,GA,Richmond,604,12,22,130,2,19,113,691,790.2431,551.0143954,,
349963,833693,GA,Richmond,605,12,22,130,8,33,299,1623,1849.8908,1268.730035,,
349964,833340,GA,Richmond,606,12,22,126,3,21,57,817,796.5877,667.1107875,,
1771384,976477,GA,Richmond,607,12,22,130,12,61,204,1819,2153.0883,1901.587108,,
1771385,976478,GA,Richmond,608,12,23,130,,,14,35,107.3878,36.58865776,,
349965,833235,GA,Richmond,701,12,22,127,10,37,218,429,1486.0993,650.169134,,
349966,833326,GA,Richmond,702,12,22,129,3,15,155,277,860.7091,392.8587137,,
