ID,,Geography,,,Districts,,,MyCampaign,,DVC Universe,,Expected Vote,,Turf Assignment,
VAN Precinct ID,DNC Precinct ID,State,County,Precinct Name,CD,SD,HD,Historic Vols,Total MyC,Mid Support DVC,High Support DVC,Exp Vote,Exp Dem,Region,Organizer
348253,710819,GA,Decatur,694,2,11,171,,19,184,608,917.036,517.6940731,,
2155321,1113533,GA,Decatur,914,2,11,171,2,170,404,742,2062.1003,701.0932324,,
348443,1152082,GA,Dodge,Chauncey,8,20,133,1,3,54,121,638.3324,129.361368,,
2500636,1152083,GA,Dodge,Chester,8,20,133,,3,60,82,475.3726,94.81069469,,
2500657,1152084,GA,Dodge,Eastman,8,20,133,3,26,489,1046,2765.0511,858.7596921,,
2500640,1152085,GA,Dodge,Gresston,8,20,133,2,9,135,248,1225.3714,312.5857312,,
348451,833615,GA,Dodge,Milan,8,20,133,,1,15,32,202.5438,41.93371372,,
348454,1152086,GA,Dodge,Plainfield,8,20,133,,,36,38,580.3364,78.5522628,,
2500666,1152087,GA,Dodge,Rhine,8,20,133,,1,66,94,724.1791,133.5497453,,
348460,710786,GA,Dooly,2,2,20,150,,7,60,175,367.3739,169.4289267,,
348461,660755,GA,Dooly,5,2,20,150,2,10,141,462,963.3633,458.1143895,,
348462,616269,GA,Dooly,7,2,20,150,1,24,213,725,1510.5285,720.1287377,,
348463,594569,GA,Dooly,8,2,20,150,,5,36,87,326.0298,96.24120278,,
348459,670390,GA,Dooly,10,2,20,150,,5,77,173,358.4239,180.2985135,,
348464,663525,GA,Dougherty,1,2,12,153,5,49,236,1184,1395.3151,952.9589882,,
348473,636913,GA,Dougherty,2,2,12,153,3,19,184,832,1061.1374,657.8019879,,
348484,721729,GA,Dougherty,3,2,12,153,19,80,391,1084,2507.0993,1481.604715,,
348487,657064,GA,Dougherty,4,2,12,153,19,96,428,1787,2957.5275,1891.994332,,
348488,710807,GA,Dougherty,5,2,12,153,9,44,202,779,1324.8322,814.3512042,,
348489,657036,GA,Dougherty,6,2,12,151,14,70,229,1826,1915.5757,1480.634451,,
348490,946322,GA,Dougherty,7,2,12,154,13,81,118,1419,1424.9445,1244.54894,,
348491,586395,GA,Dougherty,8,2,12,154,4,24,111,358,798.6951,414.3460531,,
348465,650497,GA,Dougherty,9,2,12,154,6,83,124,1630,1338.8463,1176.624021,,
348466,620564,GA,Dougherty,10,2,12,154,4,25,17,331,386.4101,343.8048515,,
1701167,679647,GA,Dougherty,11,2,12,153,4,29,36,620,468.0058,408.6971486,,
348468,650555,GA,Dougherty,12,2,12,153,3,35,52,608,474.499,405.9195517,,
1701080,946323,GA,Dougherty,13,2,12,154,5,16,38,651,521.9471,453.8198085,,
1701168,694171,GA,Dougherty,14,2,12,153,5,74,315,1467,1697.2741,1054.969398,,
348471,642959,GA,Dougherty,15,2,12,153,6,41,138,1520,1180.4817,962.0589176,,
348472,946324,GA,Dougherty,16,2,12,153,7,47,58,1061,872.1161,768.2096666,,
348474,628670,GA,Dougherty,17,2,12,153,5,42,51,937,799.1798,684.5348922,,
348475,632963,GA,Dougherty,18,2,12,152,2,19,38,316,379.0478,277.0976336,,
348476,594598,GA,Dougherty,19,2,12,152,3,44,194,695,1389.298,801.9171522,,
348477,640775,GA,Dougherty,20,2,12,152,4,23,88,356,657.036,445.9775028,,
348479,654866,GA,Dougherty,22,2,12,153,8,53,148,836,1069.4145,754.4781438,,
1701170,677445,GA,Dougherty,23,2,12,153,3,22,88,788,680.2477,573.4478592,,
348481,710839,GA,Dougherty,24,2,12,151,10,45,237,445,1392.2365,697.016348,,
348482,717437,GA,Dougherty,25,2,12,154,13,50,33,463,548.3097,481.2640354,,
348483,630778,GA,Dougherty,26,2,12,153,1,3,9,446,192.4671,164.8550692,,
2500635,1152088,GA,Douglas,Dc01,6,30,66,20,135,341,2951,2625.5435,2170.844894,,
2500653,1152089,GA,Douglas,Dc02,6,28,66,16,87,486,2112,2419.1482,1660.843134,,
2500663,1152090,GA,Douglas,Dc03,6,28,66,9,58,351,1111,1871.9394,1049.047569,,
2500649,1152091,GA,Douglas,Dc04,6,30,66,12,78,254,1546,1498.8208,1224.345799,,
2500643,1152092,GA,Douglas,Dc05,6,28,66,11,64,245,1377,1448.0506,1047.3728,,
2500652,1152093,GA,Douglas,Dc06,3,30,64,6,30,239,747,1332.8736,660.6786284,,
2500637,1152094,GA,Douglas,Dc07,3,30,64,10,43,388,1160,1845.1111,977.370554,,
2500660,1152095,GA,Douglas,Dc08,6,28,64,20,99,364,1992,2254.6596,1709.914489,,
2500642,1152096,GA,Douglas,Dc09,6,28,64,24,167,638,2969,3637.3645,2639.037086,,
2500659,1152097,GA,Douglas,Dc10,6,28,66,18,105,410,2007,2285.0288,1737.542248,,
2500650,1152098,GA,Douglas,Dc11,3,30,64,3,34,254,836,1162.0291,699.8379468,,
2500664,1152099,GA,Douglas,Dc12,6,28,64,22,130,410,1767,2572.0802,1876.066744,,
2500661,1152100,GA,Douglas,Dc13,6,28,66,14,84,259,949,1651.4461,1115.981103,,
2500667,1152101,GA,Douglas,Dc14,6,28,64,34,218,475,2372,3073.0448,2404.189739,,
2500658,1152102,GA,Douglas,Dc15,6,28,64,15,108,394,2387,2322.3157,1896.867221,,
2500654,1152103,GA,Douglas,Dc16,3,30,40,22,141,819,2653,3792.106,2318.801841,,
2500646,1152104,GA,Douglas,Dc17,3,30,40,4,27,176,680,979.1693,590.5430552,,
2500638,1152105,GA,Douglas,Dc18,3,30,40,16,84,497,1075,3562.3121,1489.408782,,
2500651,1152106,GA,Douglas,Dc19,6,28,66,4,55,217,1719,1332.5599,1101.503171,,
2500641,1152107,GA,Douglas,Dc20,3,30,40,4,49,385,697,2640.4147,911.4184818,,
2500647,1152108,GA,Douglas,Dc21,3,30,64,16,93,635,1773,3295.105,1748.594034,,
2500639,1152109,GA,Douglas,Dc22,6,28,66,7,48,412,1507,1900.9605,1164.692415,,
2500662,1152110,GA,Douglas,Dc23,6,28,66,6,40,219,699,1031.3426,623.9954839,,
2500648,1152111,GA,Douglas,Dc24,6,28,64,36,198,483,3257,3344.841,2730.147056,,
2500645,1152112,GA,Douglas,Dc25,6,28,66,5,43,310,1093,1408.9453,903.7729957,,
348515,614051,GA,Early,A,2,12,154,2,7,63,314,535.3074,273.0368514,,
348516,660726,GA,Early,B,2,12,154,2,28,234,1249,1704.7537,990.2404619,,
348518,620554,GA,Early,Cs,2,12,154,,3,81,143,670.9464,190.411709,,
348519,594591,GA,Early,Cuba,2,12,154,,9,85,212,702.4673,248.3779177,,
348525,684361,GA,Early,U,2,12,154,,1,28,82,440.4324,109.9586423,,
348526,616291,GA,Echols,1058,8,8,174,3,4,55,43,1144.0738,104.1558503,,
348527,833596,GA,Effingham,01a,1,4,159,1,23,155,270,1716.4507,382.0362637,,
348528,833286,GA,Effingham,01b,1,4,159,4,17,109,152,1522.698,277.1573579,,
348529,833401,GA,Effingham,01c,1,4,159,,11,88,131,1017.2421,219.6560519,,
348530,833559,GA,Effingham,01d,1,4,161,1,11,110,134,1152.8482,218.3932079,,
348532,833456,GA,Effingham,02a,1,4,161,3,16,224,410,1524.4032,435.4389995,,
348533,833330,GA,Effingham,02b,1,4,161,,15,95,142,987.2828,231.1232002,,
348534,833599,GA,Effingham,02c,1,4,161,2,17,189,373,1476.2306,397.4249857,,
2155312,833563,GA,Effingham,02d,1,4,161,2,22,224,417,1902.7648,523.803526,,
348536,833292,GA,Effingham,03a,12,4,159,1,6,77,99,884.2583,160.6597612,,
348537,833307,GA,Effingham,03b,12,4,159,1,10,140,308,1497.798,368.9518992,,
348538,833433,GA,Effingham,03c,12,4,159,2,4,95,200,817.1183,199.0444669,,
348539,833504,GA,Effingham,03d,12,4,159,2,22,286,570,2019.9324,586.5265727,,
348540,833664,GA,Effingham,03e,1,4,159,1,2,64,106,788.55,171.9299009,,
348541,833366,GA,Effingham,04a,12,4,159,2,16,260,480,2242.3305,535.7756665,,
348542,833483,GA,Effingham,04b,1,4,161,2,26,208,497,1320.0781,472.5436496,,
348543,833367,GA,Effingham,04c,1,4,159,3,13,145,253,1361.8341,321.9050373,,
348544,833257,GA,Effingham,05a,1,4,161,2,23,271,503,1994.7945,536.3623777,,
348545,833470,GA,Effingham,05b,1,4,161,3,13,141,322,1153.4349,323.8145056,,
348546,833585,GA,Effingham,05c,1,4,161,2,19,200,470,1339.1547,493.8767411,,
2155310,833234,GA,Effingham,05d,1,4,161,2,13,149,315,1108.9367,329.5380359,,
348548,680389,GA,Elbert,189,10,24,123,2,38,348,1043,2043.415,858.7215748,,
348549,704536,GA,Elbert,190,10,24,123,1,5,45,102,439.3901,108.2495715,,
348550,594548,GA,Elbert,191,10,24,123,3,3,40,92,512.1667,108.8122483,,
348551,614101,GA,Elbert,192,10,24,123,,2,22,24,278.4609,45.79216235,,
348552,654851,GA,Elbert,193,10,24,123,2,9,74,156,718.021,188.3533034,,
348553,586442,GA,Elbert,196,10,24,123,,1,35,48,332.8325,80.34356558,,
348554,702854,GA,Elbert,197,10,24,123,1,6,122,261,960.655,317.8866884,,
348555,694116,GA,Elbert,199,10,24,123,1,3,29,24,418.7966,64.65772405,,
348556,654804,GA,Elbert,201,10,24,123,,5,117,159,1035.6231,209.9683696,,
348557,673718,GA,Elbert,202,10,24,123,1,8,39,65,296.5598,78.4946364,,
348558,682707,GA,Elbert,315,10,24,123,,4,62,105,632.7273,129.3345313,,
348568,652698,GA,Emanuel,50,12,23,158,1,2,17,21,401.5214,60.55067846,,
348569,672048,GA,Emanuel,52,12,23,158,,3,27,83,149.6361,76.0850053,,
348570,640755,GA,Emanuel,53,12,23,158,4,39,582,1408,3566.6351,1229.01025,,
348571,689804,GA,Emanuel,57,12,23,158,1,5,27,56,324.9264,75.87534315,,
348572,682673,GA,Emanuel,58,12,23,158,,1,40,117,352.0714,112.0527395,,
348559,668717,GA,Emanuel,1208,12,23,158,,2,19,16,486.3989,56.32938274,,
348560,654838,GA,Emanuel,1333,12,23,158,1,2,33,51,436.5248,78.89016091,,
348561,668724,GA,Emanuel,1429,12,23,158,,3,18,46,300.905,57.67303928,,
348563,592396,GA,Emanuel,1502,12,23,158,,,23,36,243.9726,49.68280878,,
348564,626516,GA,Emanuel,1560,12,23,158,,11,137,305,950.4973,294.7152506,,
348565,677497,GA,Emanuel,1748,12,23,158,1,4,36,59,478.7375,95.00446655,,
1701081,946325,GA,Evans,11,12,4,157,1,29,655,961,3291.2153,952.3538707,,
348583,665721,GA,Fannin,Colw,9,51,7,2,8,44,38,805.3746,152.9840916,,
348584,586490,GA,Fannin,Fair,9,51,7,1,7,54,44,833.4101,150.2843303,,
348585,614093,GA,Fannin,Flin,9,51,7,,11,119,109,1894.2124,319.3566389,,
348586,594555,GA,Fannin,Hemp,9,51,7,3,10,55,61,968.6205,187.9875161,,
348587,636932,GA,Fannin,Hoth,9,51,7,2,6,37,45,780.9615,135.3792504,,
348588,656980,GA,Fannin,Mine,9,51,7,1,5,79,68,1323.5676,213.1432453,,
348589,636988,GA,Fannin,Mobi,9,51,7,1,1,34,36,724.5838,123.6951467,,
348590,644666,GA,Fannin,Morg,9,51,7,3,15,72,86,1449.2145,259.8835364,,
348591,652662,GA,Fannin,Noon,9,51,7,3,10,35,35,654.0135,135.6042793,,
348592,694142,GA,Fannin,Sken,9,51,7,,2,15,15,231.6953,41.75495248,,
348593,594581,GA,Fannin,Sugc,9,51,7,1,16,90,83,1566.6375,287.6469232,,
348594,636942,GA,Fannin,Tocc,9,51,7,4,28,134,146,2076.1077,390.5335084,,
348595,710761,GA,Fayette,1,3,34,69,29,107,231,1103,1778.9649,1296.07792,,
348606,680374,GA,Fayette,2,3,16,82,1,15,118,165,1905.9147,402.6485367,,
348617,630789,GA,Fayette,3,6,34,69,47,218,181,1530,2248.6851,1902.510581,,
348625,656960,GA,Fayette,4,3,34,69,16,65,198,755,1161.9462,744.8155456,,
348626,630808,GA,Fayette,5,3,34,69,19,105,251,832,1437.8353,929.87923,,
348627,670383,GA,Fayette,6,3,34,69,10,52,172,726,1137.7976,761.8053575,,
348628,620521,GA,Fayette,7,6,34,68,30,93,268,860,1475.2593,953.7445899,,
348629,663565,GA,Fayette,8,6,34,69,26,103,293,1101,1974.7154,1259.946782,,
348630,673719,GA,Fayette,9,3,16,68,11,52,371,433,2063.7749,797.5546076,,
348596,652660,GA,Fayette,10,3,16,68,39,169,541,1708,3215.5765,2047.889519,,
348597,586461,GA,Fayette,11,3,16,68,5,22,233,271,1073.4626,437.410285,,
348598,616233,GA,Fayette,12,3,16,73,9,23,125,104,878.372,324.3401449,,
348599,704507,GA,Fayette,13,3,16,82,14,36,293,342,2496.2774,740.7656091,,
348600,632922,GA,Fayette,14,3,16,73,13,61,466,533,2456.4798,933.3197035,,
348601,636984,GA,Fayette,15,3,16,82,4,21,246,281,1768.8458,515.5445502,,
348602,663527,GA,Fayette,16,3,16,68,10,53,482,478,2302.1901,914.4102748,,
348603,620528,GA,Fayette,17,3,16,73,3,17,184,151,876.0269,333.26758,,
348604,699819,GA,Fayette,18,3,16,73,26,128,970,1431,3941.7479,1837.693526,,
348605,709097,GA,Fayette,19,3,16,73,8,32,220,244,1186.2549,426.1286131,,
348607,1154735,GA,Fayette,20a,3,16,73,13,50,352,324,1980.9255,694.4619703,,
348608,640746,GA,Fayette,21,3,16,73,4,21,240,316,1222.8366,500.0912862,,
348609,652651,GA,Fayette,22,3,16,82,4,22,203,121,1274.8015,376.3905708,,
348610,586391,GA,Fayette,23,6,34,69,9,36,65,384,624.8773,473.0418434,,
348611,680359,GA,Fayette,24,6,34,69,5,48,180,555,1005.5223,581.9554818,,
348612,668742,GA,Fayette,25,3,16,82,5,32,192,370,1225.2053,572.0738464,,
348613,682663,GA,Fayette,26,3,16,69,19,91,434,879,2128.1991,1141.103851,,
348614,689790,GA,Fayette,27,3,16,68,14,94,378,672,2433.698,1055.581839,,
348615,626512,GA,Fayette,28,6,34,69,19,54,200,805,1459.471,937.1187076,,
348616,657074,GA,Fayette,29,3,34,69,17,75,252,1196,1555.2588,1062.744979,,
348618,640748,GA,Fayette,30,3,16,82,11,81,408,938,2085.8567,1117.357195,,
348619,640784,GA,Fayette,31,3,16,68,17,56,477,499,2338.2678,927.2527021,,
348620,660780,GA,Fayette,32,3,16,73,7,29,274,269,1313.177,505.0056576,,
348622,620501,GA,Fayette,34,3,16,82,15,49,497,426,2500.2323,877.5176536,,
348623,665733,GA,Fayette,35,3,16,69,30,106,425,1145,2200.3061,1364.246503,,
348624,656975,GA,Fayette,36,3,16,82,11,44,199,387,1214.2933,496.8389635,,
348631,680373,GA,Floyd,1,14,52,13,12,55,571,1090,3772.8653,1267.530732,,
348632,721716,GA,Floyd,10,14,53,12,3,10,81,113,1297.5169,261.4610714,,
348640,709093,GA,Floyd,15,14,52,12,6,12,140,147,1844.0349,357.70148,,
348641,642990,GA,Floyd,20,14,52,12,2,7,79,114,916.3767,213.2690054,,
348642,594622,GA,Floyd,25,14,52,13,1,5,54,53,762.0994,147.9214483,,
348643,717431,GA,Floyd,30,14,52,13,12,53,315,525,4013.1228,992.627139,,
348644,654836,GA,Floyd,35,14,53,12,,1,12,15,266.3694,53.51231944,,
348645,640779,GA,Floyd,40,14,53,12,1,10,52,70,1163.001,206.9930273,,
348646,695794,GA,Floyd,45,14,52,12,2,5,45,40,687.8662,117.0862145,,
348647,594560,GA,Floyd,50,14,53,12,16,48,466,1150,3123.8265,1160.011246,,
348648,654888,GA,Floyd,55,14,52,13,7,25,230,438,2278.9772,608.1685742,,
348649,677492,GA,Floyd,60,14,52,13,,4,51,59,996.7684,166.8064548,,
348653,642989,GA,Floyd,80,14,52,12,1,9,104,173,1060.38,248.1307579,,
348655,650517,GA,Floyd,90,14,52,13,28,83,413,1030,3330.9661,1242.197033,,
348633,657080,GA,Floyd,105,14,52,13,6,35,196,678,1498.5309,642.1077036,,
348634,620558,GA,Floyd,110,14,52,13,10,47,139,525,943.4485,480.7611929,,
348637,592432,GA,Floyd,130,14,52,5,3,17,155,171,2090.2823,405.2684473,,
348638,694185,GA,Floyd,135,14,52,12,3,25,226,413,2461.8171,594.7647342,,
348639,637009,GA,Floyd,140,14,52,13,20,73,299,872,1900.7081,838.276511,,
348656,652705,GA,Forsyth,1,7,27,25,35,167,1525,2083,5679.3529,2415.754391,,
348666,648424,GA,Forsyth,2,7,27,24,19,83,1019,1759,2605.0784,1425.193364,,
348680,656965,GA,Forsyth,4,7,27,28,,9,137,165,2191.1116,421.7041369,,
348681,680365,GA,Forsyth,5,7,27,28,15,45,528,663,3939.5067,1106.066717,,
348682,628649,GA,Forsyth,6,7,27,28,17,52,470,649,4661.2054,1182.647932,,
348683,717388,GA,Forsyth,7,7,27,26,21,94,967,1358,6137.934,1880.956678,,
348684,657040,GA,Forsyth,8,7,27,26,21,57,476,596,3962.2542,1215.297895,,
348657,670408,GA,Forsyth,10,7,27,24,16,99,1035,1172,6828.6024,2235.929275,,
348661,626493,GA,Forsyth,15,7,27,11,6,36,422,479,4117.372,1081.145615,,
348662,650492,GA,Forsyth,16,7,27,28,15,49,449,593,4692.7718,1173.774874,,
348665,618418,GA,Forsyth,19,7,48,25,8,39,551,635,2348.777,880.3855057,,
348668,626473,GA,Forsyth,21,7,48,25,13,37,565,690,1857.8329,772.9681133,,
348672,628645,GA,Forsyth,25,7,48,26,16,74,1865,1881,4994.004,2160.034824,,
2007404,1079997,GA,Forsyth,34,7,27,26,18,70,840,1069,4149.1,1544.841275,,
2007405,1079998,GA,Forsyth,35,7,48,25,22,118,1474,1706,4436.9048,2052.646728,,
2007406,1079999,GA,Forsyth,36,7,48,100,20,84,1394,1634,4501.2331,1875.486286,,
2155285,1113534,GA,Forsyth,38,7,48,25,19,93,1453,1597,5108.1885,1991.146075,,
2155283,1113535,GA,Forsyth,39,7,48,25,6,38,638,732,2778.0814,992.2020285,,
2155293,1113536,GA,Forsyth,40,7,27,24,19,86,731,901,4723.6438,1591.335171,,
2155280,1113537,GA,Forsyth,41,7,27,24,11,54,655,808,2400.3934,1001.662478,,
2155281,1113538,GA,Forsyth,42,7,27,28,12,32,180,255,2624.298,570.368144,,
2155278,1113539,GA,Forsyth,43,7,27,26,15,68,931,1209,3635.3548,1515.656747,,
2155304,1113540,GA,Forsyth,44,7,27,26,8,19,128,155,1900.1583,418.4930773,,
2155297,1113541,GA,Forsyth,45,7,27,24,11,45,410,464,3504.8248,967.8521286,,
2155295,1113542,GA,Forsyth,46,7,27,24,5,41,559,579,2668.7859,939.9748852,,
2155309,1113543,GA,Forsyth,47,7,27,26,11,25,188,209,1655.2784,504.3470732,,
2206503,1116490,GA,Forsyth,49,7,27,24,12,40,351,415,2087.7657,741.2348836,,
2341808,1144002,GA,Forsyth,50,7,27,28,10,41,530,692,4233.1415,1129.547727,,
2341810,1144003,GA,Forsyth,51,7,27,11,9,36,500,616,4738.9445,1180.0804,,
348686,710820,GA,Franklin,1,10,50,33,,4,88,93,1713.1251,216.6402162,,
348691,682689,GA,Franklin,2,10,50,33,1,1,44,45,1163.2022,131.2601031,,
348692,702850,GA,Franklin,3,10,50,33,1,4,108,154,1850.9071,258.6372064,,
348693,656985,GA,Franklin,4,10,50,33,1,8,154,221,1455.4434,273.622967,,
348694,592423,GA,Franklin,5,10,50,33,,,47,42,801.2565,95.28850076,,
348695,594561,GA,Franklin,6,10,50,33,2,10,118,170,1206.5501,201.5345386,,
348696,626500,GA,Franklin,7,10,50,33,,3,79,60,1627.2505,175.351286,,
348699,833611,GA,Fulton,01a,5,36,62,81,331,276,1679,2434.7833,2138.83632,,
348700,833272,GA,Fulton,01b,5,36,63,115,419,304,1774,3141.375,2756.163326,,
348701,833393,GA,Fulton,01c,5,36,62,8,54,44,758,683.8985,606.3930276,,
348702,833593,GA,Fulton,01d,5,36,59,15,82,56,580,578.3567,511.5668984,,
348703,833490,GA,Fulton,01e,5,36,62,93,338,255,1352,2312.5768,1998.468612,,
348704,833509,GA,Fulton,01f,5,36,59,2,12,12,404,344.7209,311.4341692,,
348705,833605,GA,Fulton,01g,5,36,62,34,147,136,1295,1352.8726,1195.660841,,
1812023,990685,GA,Fulton,01h,5,36,59,3,19,17,368,293.2014,264.7933465,,
348706,833368,GA,Fulton,01j,5,36,62,13,92,94,1183,1172.3963,1050.262497,,
348707,946327,GA,Fulton,01p,5,36,63,7,50,49,745,772.1398,696.9698198,,
348710,833361,GA,Fulton,01s,5,36,63,5,37,53,768,769.1354,694.735358,,
348711,833606,GA,Fulton,01t,5,36,63,20,89,75,634,888.8361,790.5456461,,
348712,833293,GA,Fulton,02a,5,36,57,45,204,356,1822,1854.2168,1528.628067,,
2029413,1088200,GA,Fulton,02a1,5,36,56,20,85,211,1108,902.2305,723.7667309,,
348713,833622,GA,Fulton,02b,5,36,58,24,123,92,1141,1053.8984,900.9198994,,
348714,833514,GA,Fulton,02c,5,36,58,8,58,104,813,735.8114,645.0012617,,
348715,833453,GA,Fulton,02d,5,36,58,74,247,504,2963,2584.5412,2189.189006,,
348716,833344,GA,Fulton,02e,5,36,58,71,201,150,609,1291.2976,1129.216464,,
348717,833588,GA,Fulton,02f1,5,36,58,41,187,299,1485,1721.6914,1445.658068,,
348718,717434,GA,Fulton,02f2,5,36,58,9,43,54,428,374.3987,315.4831023,,
348719,833603,GA,Fulton,02g,5,36,59,59,215,342,1937,2142.8088,1811.000308,,
348720,833655,GA,Fulton,02j,5,36,57,46,153,155,1020,1176.3728,1011.59813,,
1812027,990689,GA,Fulton,02k,5,36,57,26,81,129,687,755.5458,632.3663681,,
348721,833572,GA,Fulton,02l1,5,36,57,8,83,125,759,784.661,652.7101814,,
2029417,1088201,GA,Fulton,02l1a,5,36,57,22,118,126,1289,1107.5909,957.4649727,,
2329890,1142653,GA,Fulton,02l1b,5,36,57,40,192,297,1582,1573.8758,1309.316156,,
348722,632919,GA,Fulton,02l2,5,39,56,22,112,167,1920,1269.7308,1090.603335,,
348723,833296,GA,Fulton,02s,5,36,59,10,32,76,370,329.5361,279.9248601,,
348724,833364,GA,Fulton,02w,5,39,56,10,61,101,750,588.7112,497.3784434,,
348726,946328,GA,Fulton,03a,5,39,56,5,38,47,663,637.9971,570.6421376,,
348728,946329,GA,Fulton,03b,5,39,55,1,12,12,221,167.2906,148.8072306,,
348730,833224,GA,Fulton,03c,5,38,55,6,44,63,758,726.4054,649.9217807,,
348731,833434,GA,Fulton,03d,5,39,56,4,19,30,342,346.0537,309.4492929,,
348732,833481,GA,Fulton,03e,5,39,56,15,70,32,745,745.2204,675.9221141,,
1812028,833598,GA,Fulton,03f,5,39,56,9,72,123,1062,980.845,838.9455734,,
348734,833458,GA,Fulton,03g,5,36,56,2,16,11,225,213.6661,194.3473507,,
348735,833347,GA,Fulton,03h,5,38,55,3,14,28,319,316.3352,283.9376852,,
1812029,990690,GA,Fulton,03i,5,39,56,4,21,25,921,421.0402,360.7001471,,
348736,833500,GA,Fulton,03l,5,39,55,1,8,11,174,163.3086,147.1005288,,
348737,833677,GA,Fulton,03m,5,38,55,9,52,130,497,519.4681,415.1854312,,
348738,833324,GA,Fulton,03n,5,39,56,12,68,76,1000,784.3943,694.0700276,,
1820437,993736,GA,Fulton,03p1a,5,39,56,32,156,216,2624,1750.4052,1507.943443,,
348740,833682,GA,Fulton,03p2,5,39,56,2,8,2,68,61.8357,55.45443705,,
348742,833506,GA,Fulton,03s,5,38,55,1,18,32,332,330.0285,296.5361384,,
348743,833670,GA,Fulton,03t,5,36,56,9,47,29,521,525.749,474.9879098,,
348745,833414,GA,Fulton,04a,5,39,56,7,41,28,492,467.0312,422.7690844,,
348746,632918,GA,Fulton,04b,5,36,58,6,56,30,890,634.5107,569.30548,,
1812030,990691,GA,Fulton,04c,5,39,56,,6,9,57,59.1588,52.49298848,,
348747,833532,GA,Fulton,04d,5,39,56,11,57,49,568,710.0229,637.6343432,,
1812031,990692,GA,Fulton,04f,5,36,56,15,87,95,1170,954.6653,835.1455203,,
348749,833689,GA,Fulton,04g,5,39,59,9,34,30,374,372.7124,332.5839345,,
1812032,990693,GA,Fulton,04i,5,36,58,7,56,80,948,755.0405,640.8370425,,
1812033,990694,GA,Fulton,04j,5,36,56,1,10,5,317,167.0335,149.769325,,
348751,833243,GA,Fulton,04k,5,36,58,19,100,52,879,947.7134,859.7536043,,
348752,833428,GA,Fulton,04l,5,39,58,24,95,42,614,784.3547,709.169052,,
348753,652692,GA,Fulton,04m,5,39,58,2,17,34,310,248.7573,216.0239107,,
348754,833313,GA,Fulton,04s,5,39,58,10,69,60,802,974.9806,883.0390086,,
348755,833335,GA,Fulton,04t,5,39,58,5,38,50,511,558.4068,499.0961219,,
348756,833594,GA,Fulton,04v,5,36,59,12,60,41,1035,891.57,810.2340668,,
348757,614095,GA,Fulton,04w,5,36,56,2,35,2,986,429.3617,378.1993685,,
348758,833665,GA,Fulton,04x1,5,39,58,20,86,74,817,906.4701,815.569878,,
348759,833320,GA,Fulton,04x2,5,39,58,5,30,22,238,266.5149,240.2487515,,
1743906,950926,GA,Fulton,05A2,5,36,63,65,241,273,1870,2278.7728,1976.888266,,
1701083,946330,GA,Fulton,05a1,5,36,59,60,264,307,1764,2110.6702,1840.208492,,
348761,710793,GA,Fulton,05b,5,36,59,13,65,66,929,762.4639,683.3491628,,
348762,684375,GA,Fulton,05c,5,36,59,1,6,3,46,22.1775,18.92465229,,
1812034,990695,GA,Fulton,05d,5,36,58,11,58,51,538,492.2065,427.7744311,,
1812037,990697,GA,Fulton,05k,5,36,59,11,65,91,1236,766.7382,668.1711734,,
1743907,950927,GA,Fulton,06L2,5,39,57,10,52,141,280,528.7026,374.8482619,,
348765,833650,GA,Fulton,06b,5,36,58,22,104,158,722,1043.7216,864.0299433,,
348766,833232,GA,Fulton,06d,5,39,57,35,161,214,1621,1797.8751,1506.26239,,
2029405,1088202,GA,Fulton,06d1,5,39,57,87,276,483,1259,2459.6046,1959.137861,,
2029410,1088203,GA,Fulton,06d2,5,39,57,60,212,265,961,1689.0778,1372.097368,,
348767,833250,GA,Fulton,06e,5,39,57,15,108,235,1050,1146.1002,940.5011392,,
348768,833601,GA,Fulton,06f,5,36,58,54,203,306,1065,1594.062,1315.266436,,
348769,833486,GA,Fulton,06g,5,36,58,11,36,52,223,310.4808,258.0314552,,
1812039,990699,GA,Fulton,06i,6,39,57,28,135,111,1786,1383.0202,1221.707556,,
348771,833618,GA,Fulton,06j,5,36,57,46,188,309,1057,1864.8001,1529.720682,,
1701084,946331,GA,Fulton,06l1,5,39,57,26,90,136,391,699.4423,537.8871445,,
1812040,990700,GA,Fulton,06n,5,39,57,18,99,253,832,1056.0869,740.4660697,,
1812041,990701,GA,Fulton,06q,5,39,57,2,16,22,240,155.2463,135.7958093,,
348774,833454,GA,Fulton,06r,5,39,57,45,163,209,695,1104.5355,875.5028511,,
2329893,1142654,GA,Fulton,06r1,5,39,56,1,7,28,267,132.0677,106.8334942,,
348776,833247,GA,Fulton,07a,6,14,54,26,89,579,778,1584.0668,979.4050765,,
2038508,1092543,GA,Fulton,07a1,6,14,54,31,200,775,2567,2688.2583,1968.347029,,
348777,833332,GA,Fulton,07b,6,14,54,46,133,745,519,2178.7067,1206.687283,,
348778,833502,GA,Fulton,07c,6,14,54,43,193,772,1884,2794.95,1908.259122,,
348779,833391,GA,Fulton,07d,6,38,54,20,81,416,1260,1319.6783,932.6682081,,
2038510,1092544,GA,Fulton,07d1,6,38,54,17,73,347,923,990.3492,719.4196031,,
348780,833266,GA,Fulton,07e,6,39,54,29,113,320,1008,1344.4044,1013.086237,,
348781,833436,GA,Fulton,07f,6,39,54,8,26,184,192,521.0161,298.3269486,,
2329885,1142655,GA,Fulton,07f1,6,39,54,25,123,616,1211,1662.5056,1143.837014,,
